Municipio,CodPonto,TipoRede,UGRHI,SEQID,SistHidrico,Coleta_Data,"1,1,1 - Tricloroetano","1,1,1,2 - Tetracloroetano","1,1,2 - Tricloroetano","1,1,2,2 - Tetracloroetano","1,1-Dicloro-1-Propeno","1,1-Dicloroetano","1,1-Dicloroeteno","1,2 Dicloroetano","1,2,3-Triclorobenzeno","1,2,3-Tricloropropano","1,2,4-Triclorobenzeno","1,2,4-Trimetilbenzeno","1,2-Dibromo-3-Cloropropano","1,2-Dibromoetano","1,2-Diclorobenzeno","1,2-Dicloropropano","1,3,5 Triclorobenzeno","1,3,5-Trimetilbenzeno","1,3-Diclorobenzeno","1,3-Dicloropropano","1,4-Diclorobenzeno",1-Cloro-2-Metilbenzeno,1-Cloro-4-Metilbenzeno,1-Metil-Naftaleno,"2,2-Dicloropropano",2-Clorotolueno,2-Metil-Naftaleno,4-Clorotolueno,Acenafteno,Acenaftileno,Alcalinidade Bicarbonato,Alcalinidade Carbonato,Alcalinidade Hidróxido,Alcalinidade Total,Alumínio Dissolvido,Alumínio Total,Antraceno,Arsênio Total,Benzeno,Benzo(a)antraceno,Benzo(a)pireno,Benzo(b)fluoranteno,"Benzo(g,h,i)perileno",Benzo(k)fluoranteno,Boro Total,Bromobenzeno,Bromoclorometano,Bromodiclorometano,Bromofórmio,Bário Total,Carbono Orgânico Dissolvido,Carbono Orgânico Total,Chumbo Total,Cilindrospermopsina,Cloreto Total,Cloreto de Metileno,Cloreto de vinila,Clorobenzeno,Cloroetano,Clorofila-a,Clorofórmio,Cobre Dissolvido,Cobre Total,Condutividade,Cor Verdadeira,Criseno,Crômio Total,Cádmio Total,Cálcio Total,"DBO (5, 20)",DQO,"Dibenzo(a,h)antraceno",Dibromoclorometano,Dibromometano,Dureza,Ens. Ecotoxic. c/ Vibrio fischeri,Escherichia coli**,Estireno,Etilbenzeno,Fenantreno,Fenóis Totais,Feofitina-a,Ferro Dissolvido,Ferro Total,Fluoranteno,Fluoreno,Fluoreto Total,Fósforo Total,Fósforo-Ortofosfato,Hexaclorobutadieno,"Indeno(1,2,3-cd)pireno",Isopropilbenzeno,Magnésio Total,Manganês Total,Mercúrio Total,Microcistinas,Naftaleno,Nitrogênio Amoniacal,Nitrogênio Kjeldahl,Nitrogênio-Nitrato,Nitrogênio-Nitrito,Níquel Total,Número de Células de Cianobactérias,Oxigênio Dissolvido,Pireno,Potencial de Formação de THM,Potássio,Profundidade da Coleta,Salinidade,Saxitoxina,Subst. Tensoat. reagem c/ Azul Metileno,Sulfato Total,Sódio,Sólido Dissolvido Total,Sólido Suspenso Total,Sólido Total,TA98 + S9,TA98 - S9,Temperatura da Água,Temperatura do Ar,Tetracloreto de Carbono,Tetracloroeteno,Tetracloroetileno,Tolueno,Tricloroeteno,Tricloroetileno,Triclorofluormetano,Turbidez,Zinco Total,"cis-1,2-Dicloroeteno","m,p-Xileno",n-Butilbenzeno,n-Propilbenzeno,o-Xileno,p-Isopropiltolueno,pH,sec-Butilbenzeno,terc-Butilbenzeno,"trans-1,2-Dicloroeteno",Óleos e Graxas
GUARUJA,MARO22800,Rede Básica,07 - BAIXADA SANTISTA,2230,Rio Santo Amaro - MARO,09/03/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,920,,,,,,,,,4034,,,,,,12,,,,,,,440000,,,,,,,,,,0.5,0.82,,,,,,,,,,5.08,6.21,,0.048,,,1,,,,,1.86,,,124,,2070,,2220,,,19.5,20.3,,,,,,,,10,,,,,,,,7.25,,,,
GUARUJA,MARO22800,Rede Básica,07 - BAIXADA SANTISTA,2230,Rio Santo Amaro - MARO,11/21/2019,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,,,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,19.9,0.01,,8040,,,2.5,,414,2.5,0.005,0.005,27262,,0.015,0.01,0.001,227,14,,0.015,2.5,10,3300,81.9,8900,5,2.5,0.02,,43.6,0.062,0.18,0.02,0.02,0.74,0.73,,5,0.08,2.5,665,0.051,0.0002,,0.03,4.32,8.94,,0.01,0.01,,14.2,0.02,,244,,16.7,,0.93,1180,5270,13700,,18700,,,28.1,27.8,2,2.5,,2,2.5,,,18.2,0.01,2.5,5,2.5,2.5,2.5,2.5,8.35,2.5,2.5,2.5,
GUARUJA,MARO22800,Rede Básica,07 - BAIXADA SANTISTA,2230,Rio Santo Amaro - MARO,06/16/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,0.1,,9.53,0.01,,4240,,,,,18.3,,,0.005,14483,,,0.01,0.001,117,,,,,,1360,,106000,,,,,1,,0.4,,,0.5,0.46,,,,,260,0.086,0.0002,,,3.67,3.76,,0.01,0.01,,1,,,104,,8.4,,,609,2570,7510,,9020,,,21.2,22.1,,,,,,,,9.22,0.018,,,,,,,7.2,,,,
GUARUJA,MARO22800,Rede Básica,07 - BAIXADA SANTISTA,2230,Rio Santo Amaro - MARO,09/24/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.14,,,,,,,,,,,,,,0.1,,12.2,0.01,,786,,,,,7.1,,0.005,0.005,3020,,,0.01,0.001,42,,,,,,309,,240000,,,,,12.8,0.12,0.29,,,0.32,0.49,0.39,,,,49.5,0.074,0.0002,,,3.83,5.09,0.1,0.62,0.01,,1.4,,,37.2,,1.6,,,132,772,1740,,1940,,,22,23.8,,,,,,,,7.78,0.01,,,,,,,7.31,,,,
GUARUJA,MARO22800,Rede Básica,07 - BAIXADA SANTISTA,2230,Rio Santo Amaro - MARO,11/11/2020,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.05,0.099,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,8.86,0.01,,9100,2.5,2,2.5,,204.5,2.99,0.005,0.005,27552,,0.015,0.01,0.001,198,,,0.015,2.5,10,3400,17.95,180000,5,2.5,0.02,,17.2,0.05,0.14,0.02,0.02,0.64,0.33,,5,0.08,2.5,705,0.03,0.0002,,0.03,3.95,6.66,,0.01,0.01,,3.2,0.02,,256,,16.9,,,1240,7570,14200,,18400,,,24.7,27.1,2,2.5,,2,2.5,,,28.3,0.022,2.5,5,2.5,2.5,2.5,2.5,7.54,2.5,2.5,2.5,
GUARUJA,MARO22800,Rede Básica,07 - BAIXADA SANTISTA,2230,Rio Santo Amaro - MARO,05/25/2021,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.05,0.16,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,7,0.01,,13700,2.5,2,2.5,,83.24,2.5,0.005,0.005,31900,,0.015,0.01,0.001,316,,,0.015,2.5,10,5030,81.9,1800,5,2.5,0.02,,4.43,0.05,0.21,0.02,0.02,0.72,0.36,,5,0.08,2.5,1030,0.042,0.0002,,0.03,2.18,2.85,,0.029,0.01,,4.1,0.02,,401,,20,,,1930,7990,20000,,20000,,,21,28,2,2.5,,2,2.5,,,12.1,0.01,2.5,5,2.5,2.5,2.5,2.5,7.46,2.5,2.5,2.5,
GUARUJA,MARO22800,Rede Básica,07 - BAIXADA SANTISTA,2230,Rio Santo Amaro - MARO,06/15/2021,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.05,0.2,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,10.6,0.01,,7300,2.5,2,2.5,,64.15,4.05,0.005,0.005,22950,,0.015,0.01,0.001,171,,,0.015,2.5,10,2430,81.9,220000,5,2.5,0.02,,3.21,0.12,0.39,0.02,0.02,0.73,0.72,,5,0.08,2.5,486,0.056,0.0002,,0.05,5.74,8.1,,0.013,0.01,,0.24,0.02,,201,,13.8,,,1060,4050,12000,,15600,,,22.1,27,2,2.5,,2,2.5,,,19.8,0.014,2.5,5,2.5,2.5,2.5,2.5,7.56,2.5,2.5,2.5,
GUARUJA,MARO22800,Rede Básica,07 - BAIXADA SANTISTA,2230,Rio Santo Amaro - MARO,09/21/2021,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.05,0.22,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,6.1,0.01,,11200,2.5,2,2.5,,23.52,2.5,0.005,0.005,27950,,0.015,0.01,0.001,269,,,0.015,2.5,10,4160,81.9,47000,5,2.5,0.02,,4.92,0.13,0.34,0.02,0.02,0.5,0.58,,5,0.08,2.5,847,0.075,0.0002,,0.03,3.82,4.06,,0.01,0.01,,2.2,0.02,,327,,17.2,,,1490,7360,20000,,20000,,,24,22,2,2.5,,2,2.5,,,19.5,0.01,2.5,5,2.5,2.5,2.5,2.5,7.17,2.5,2.5,2.5,
GUARUJA,MARO22800,Rede Básica,07 - BAIXADA SANTISTA,2230,Rio Santo Amaro - MARO,12/07/2021,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.05,0.29,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,10.2,0.01,,866,2.5,2,2.5,,49.9,3.67,0.005,0.02,10750,,0.015,0.01,0.001,99.7,,,0.015,2.5,10,1330,81.9,380000,5,2.5,0.02,,6.24,0.17,0.44,0.02,0.02,0.5,0.83,,5,0.08,2.5,263,0.094,0.0002,,0.03,5.72,7.6,,0.01,0.01,,0.24,0.02,,81.4,,6.1,,0.78,538,2530,6500,,8630,,,23.6,24,2,2.5,,3.85,2.5,,,32.8,0.016,2.5,5,2.5,2.5,2.5,2.5,7.25,2.5,2.5,2.5,
GUARUJA,MARO22800,Rede Básica,07 - BAIXADA SANTISTA,2230,Rio Santo Amaro - MARO,03/17/2022,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.38,0.38,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.03,,10.5,0.01,,1630,2.5,2,2.5,,17.11,4.46,0.005,0.005,5820,,0.015,0.05,0.001,56.2,,,0.015,2.5,10,541,81.9,230000,5,2.5,0.02,,2.73,0.2,0.53,0.02,0.02,0.5,0.73,,5,0.08,2.5,97.4,0.23,0.0002,,0.03,2.63,7.42,,0.033,0.02,,1,0.02,,54.3,,3.1,,0.11,245,798,3320,,3380,,,26,27,2,2.5,,2,2.5,,,9.45,0.1,2.5,5,2.5,2.5,2.5,2.5,7.13,2.5,2.5,2.5,
GUARUJA,MARO22800,Rede Básica,07 - BAIXADA SANTISTA,2230,Rio Santo Amaro - MARO,06/29/2022,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.1,0.22,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.02,,9.53,0.01,,784,2.5,2,2.5,,8.02,7.11,0.005,0.005,4310,,0.015,0.05,0.001,36.9,,,0.015,2.5,10,302,36.65,400000,5,2.5,0.02,,1.34,0.2,0.34,0.02,0.02,0.15,1.53,0.23,5,0.08,2.5,50.9,0.1,0.0002,,0.03,6.53,7.48,0.1,0.01,0.02,,1,0.02,,34,,2.3,,0.87,107,423,1760,,1980,,,19,26,2,2.5,,3.05,2.5,,,31.3,0.1,2.5,5,2.5,2.5,2.5,2.5,7.23,2.5,2.5,2.5,
GUARUJA,MARO22800,Rede Básica,07 - BAIXADA SANTISTA,2230,Rio Santo Amaro - MARO,09/15/2022,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.26,0.62,0.02,,2.5,0.015,0.01,0.015,0.05,0.015,,2.5,10,2.5,10,0.03,,11.1,0.01,,562,2.5,2,2.5,,3.34,3.37,0.08,0.005,2200,,0.015,0.05,0.001,33.8,,,0.015,2.5,10,224,81.9,72000,5,2.5,0.02,,2.04,0.2,0.56,0.02,0.02,0.37,1.01,0.2,5,0.05,2.5,34.1,0.11,0.0002,,0.04,3.87,4.9,0.24,0.05,0.02,,1.4,0.02,,23.9,,1.1,,0.65,77.5,318,1280,100,1288,,,19,17,2,2.5,,2,2.5,,,14.3,0.1,2.5,5,2.5,2.5,2.5,2.5,7.48,2.5,2.5,2.5,
GUARUJA,MARO22800,Rede Básica,07 - BAIXADA SANTISTA,2230,Rio Santo Amaro - MARO,12/08/2022,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.2,0.29,0.02,,2.5,0.015,0.01,0.015,0.05,0.015,,2.5,10,2.5,10,0.02,,20,0.01,,423,2.5,2,2.5,,5.35,10,0.005,0.005,3380,,0.015,0.05,0.001,33.6,,,0.015,2.5,10,210,81.9,380000,5,2.5,0.02,,1.02,0.37,0.64,0.02,0.02,0.32,0.65,0.25,5,0.05,2.5,30.7,0.12,0.0002,,0.06,3.49,5.19,0.1,0.034,0.02,,1,0.02,,16.6,,1.8,,0.89,65,227,942,100,970,,,25,28,2,2.5,,2,2.5,,,12.3,0.1,2.5,5,2.5,2.5,2.5,2.5,7.03,2.5,2.5,2.5,
GUARUJA,MARO22800,Rede Básica,07 - BAIXADA SANTISTA,2230,Rio Santo Amaro - MARO,03/21/2023,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.1,0.1,0.02,,2.5,0.015,0.01,0.015,0.05,0.015,,2.5,10,2.5,10,0.03,,13.5,,,8730,2.5,2,2.5,,69.8,2.5,,,32900,,0.015,0.05,0.001,187,,,0.015,2.5,10,2711,81.9,7100,5,2.5,0.02,,1.5,0.2,0.47,0.02,0.02,,0.8,,5,0.05,2.5,545,0.14,0.0002,,0.03,2.86,2.86,,,,,6,0.02,,215,,20.6,,0.1,1250,3693,19400,,19500,,,22,30,2,2.5,,2,2.5,,,10,0.1,2.5,5,2.5,2.5,2.5,2.5,7.32,2.5,2.5,2.5,19.1
GUARUJA,MARO22800,Rede Básica,07 - BAIXADA SANTISTA,2230,Rio Santo Amaro - MARO,06/27/2023,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.3,0.43,0.02,,2.5,0.015,0.01,0.015,0.05,0.015,,2.5,10,2.5,10,0.02,,18.8,0.01,,5160,2.5,2,2.5,,113,3.16,0.005,0.005,16000,,0.015,0.05,0.001,94.4,,,0.015,2.5,10,1323,81.9,570000,5,2.5,0.02,,1.5,0.26,0.36,0.02,0.02,,1.08,1.29,5,0.05,2.5,264,0.1,0.0002,,0.04,7.87,10.3,,,0.02,,1,0.04,,120,,9.4,,1.36,618,1766,8130,,9270,,,21,28,2,2.5,,3.89,2.5,,,32.7,0.1,2.5,5,2.5,2.5,2.5,2.5,7.25,2.5,2.5,2.5,10
GUARUJA,MARO22800,Rede Básica,07 - BAIXADA SANTISTA,2230,Rio Santo Amaro - MARO,09/26/2023,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.1,0.42,0.02,,2.5,0.015,0.01,0.015,0.05,0.015,,2.5,10,2.5,10,0.03,,8,0.01,,8260,2.5,2,2.5,,128,2.5,,,26000,,0.015,0.05,,169,,,0.015,2.5,10,2493,81.9,290000,5,2.5,0.02,,7.24,0.24,0.87,0.02,0.02,,1.2,,5,0.05,2.5,503,0.12,0.0002,,0.03,4.79,5.94,,,0.02,,1,0.03,,236,,15.9,,0.29,1130,2502,15000,,15200,,,24,29,2,2.5,,2,2.5,,,24.7,0.1,2.5,5,2.5,2.5,2.5,2.5,7.54,2.5,2.5,2.5,10
GUARUJA,MARO22800,Rede Básica,07 - BAIXADA SANTISTA,2230,Rio Santo Amaro - MARO,12/12/2023,2,2,2,,2,2,2,2,2,4,2,2,,2,2,2,2,2,2,2,2,,,0.05,2,2,0.05,2,0.02,0.05,,,,,0.42,0.76,0.02,,2,0.015,0.01,0.015,0.05,0.015,,2,2,2,2,0.03,,,0.01,,2100,2,2,2,,11.2,10.8,0.005,0.005,13900,,0.015,0.05,0.001,66.6,7,,0.015,2,2,788,81.9,400000,2,2,0.02,,2.49,0.31,0.59,0.02,0.02,0.1,0.85,0.1,2,0.05,2,151,0.1,0.0002,,,5.12,6.2,0.1,,0.02,,1,0.02,,61.6,,8,,0.48,314,1228,4260,,5000,,,24,26,1.5,2,,2,2,,,22.3,0.1,2,2,2,2,2,2,6.99,2,2,2,10
GUARUJA,MARO22800,Rede Básica,07 - BAIXADA SANTISTA,2230,Rio Santo Amaro - MARO,03/19/2024,2,2,2,,2,2,2,2,2,4,2,2,,2,2,2,2,2,2,2,2,,,0.05,,2,0.05,2,0.02,0.05,,,,,0.18,0.3,0.02,,2,0.015,0.01,0.015,0.05,0.015,,2,2,2,2,0.04,,12.1,0.01,,2680,2,2,2,2,39.4,10.8,,,14400,,0.015,0.05,0.001,70.6,,,0.015,2,2,860,81.9,13300,2,2,0.02,,1.5,0.2,0.42,0.02,0.02,,1.11,,2,0.05,2,166,0.11,0.0002,,0.08,6.38,8.35,,,0.02,,1,0.02,,68,,8.1,,1.3,382,1386,4660,,5370,,,29,37,1.5,2,,2,2,,2,12.1,0.1,2,4,2,2,2,2,7.02,2,2,2,10
GUARUJA,MARO22800,Rede Básica,07 - BAIXADA SANTISTA,2230,Rio Santo Amaro - MARO,05/22/2024,2,2,2,,2,2,2,2,2,4,2,2,,2,2,2,2,2,2,2,2,,,0.05,,2,0.05,2,0.02,0.05,,,,,0.58,0.67,0.02,,2,0.015,0.01,0.015,0.05,0.015,,2,2,2,2,0.02,,10.1,0.01,,4080,2,2,2,2,14.8,6.14,0.03,0.03,12100,,0.015,0.05,0.001,85.3,,,0.015,2,2,1045,81.9,440000,2,2,0.02,,1.5,0.31,0.58,0.02,0.02,,1.15,,2,0.05,2,202,0.1,0.0001,,0.07,7.08,8.27,,,0.02,,1,0.02,,92.6,,6.95,,1,409,1610,5690,,7280,,,22,27,1.5,2,,2,2,,2,23.1,0.1,2,4,2,2,2,2,7.19,2,2,2,10
GUARUJA,MARO22800,Rede Básica,07 - BAIXADA SANTISTA,2230,Rio Santo Amaro - MARO,09/03/2024,2,2,2,,2,2,2,2,2,4,2,2,,2,2,2,2,2,2,2,2,,,0.05,,2,0.05,2,0.02,0.05,,,,,0.18,0.4,0.02,,2,0.015,0.01,0.015,0.05,0.015,,2,2,2,2,0.03,,10.1,0.01,,6100,2,2,2,2,5.88,2,0.005,0.005,19000,,0.015,0.05,0.001,128,,,0.015,2,2,1679,81.9,180000,2,2,0.02,,1.5,0.2,0.32,0.04,0.02,,1.01,,2,0.05,2,330,0.14,0.0002,,0.04,6.73,8.06,,,0.02,,4.2,0.1,,152,,11.3,,0.46,671,1841,11100,,11700,,,21,22,1.5,2,,2,2,,2,25.3,0.1,2,4,2,2,2,2,7.2,2,2,2,10
GUARUJA,MARO22800,Rede Básica,07 - BAIXADA SANTISTA,2230,Rio Santo Amaro - MARO,12/03/2024,2,2,2,,2,2,2,2,2,4,2,2,,2,2,2,2,2,2,2,2,,,0.05,,2,0.05,2,0.02,0.05,,,,,0.53,0.69,0.02,,2,0.015,0.01,0.015,0.05,0.015,,2,2,2,2,0.02,,12.9,,,1630,2,2,2,2,16.8,3.71,0.005,0.005,5040,,0.015,0.05,,50.4,,,0.015,2,2,530,,760000,2,2,0.02,,2.49,0.25,0.5,0.02,0.02,,2.06,,2,0.05,2,98,0.1,0.0002,,0.05,11.5,13.5,,,0.02,,1,0.02,,46.2,,2.7,,2.6,199,789,2970,,3310,,,24,23,1.5,2,,3.23,2,,2,27.4,0.1,2,4,2,2,2,2,7.3,2,2,2,10
SANTOS,SABO22500,Rede Básica,07 - BAIXADA SANTISTA,2535,Rio Saboó - SABO,01/12/2016,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,,,,0.02,,,,,,0.05,0.078,0.02,,2.5,0.02,0.01,0.02,0.08,0.01,,2.5,10,2.5,10,0.1,,6.1,0.01,,28,2.5,2.5,2.5,,4.75,2.5,0.005,0.005,347,,0.02,0.01,0.005,,5,,0.03,2.5,10,,81.9,210000,5,2.5,0.02,,0.48,0.253,0.59,0.02,0.02,,0.036,,5,0.08,2.5,,0.097,0.0002,,0.06,2.7,4,1.39,0.47,0.01,,2.1,0.02,,4.02,,1,,0.68,,20.2,232,,280,,,25.4,28.1,2,2.5,,2,2.5,,,6.78,0.01,2.5,5,2.5,2.5,2.5,2.5,6.7,2.5,2.5,2.5,
SANTOS,SABO22500,Rede Básica,07 - BAIXADA SANTISTA,2535,Rio Saboó - SABO,03/01/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,,34.4,,,,,,,,,345,,,,,,5,,,,,,,610000,,,,,,,,,,,0.046,,,,,,,,,,2.5,3,1.02,0.23,,,1.5,,,,,1,,,,,316,,350,,,25.4,23.3,,,,,,,,16,,,,,,,,6.41,,,,
SANTOS,SABO22500,Rede Básica,07 - BAIXADA SANTISTA,2535,Rio Saboó - SABO,05/03/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,0.05,0.234,0.02,,10,0.02,0.01,0.02,0.08,0.01,,,,,,0.1,,16.3,0.01,,313,,,,,0.89,,0.005,0.005,1390,,0.02,0.01,0.005,,23,,0.03,,,,81.9,4100000,,10,0.02,,2.85,0.084,1.11,0.02,0.02,,0.866,,,0.08,,,0.163,0.0002,,0.06,9.4,11.1,0.2,0.26,0.01,,1,0.02,,8.88,,1,,1.45,,85.6,776,,828,,,22.1,22,,,,10,,,,14.3,0.011,,,,,10,,7.4,,,,
SANTOS,SABO22500,Rede Básica,07 - BAIXADA SANTISTA,2535,Rio Saboó - SABO,07/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,0.05,0.05,0.02,,10,0.015,0.01,0.015,0.08,0.015,,,,,,0.1,,9.67,0.01,,147,,,,,1.34,,0.005,0.006,741,,0.015,0.01,0.005,,17,,0.015,,,,38.36,560000,,10,0.02,,1.16,0.26,0.91,0.02,0.02,,0.619,,,0.08,,,0.01,0.0002,,0.19,10,13,0.21,0.16,0.01,,1.1,0.02,,7.05,,1,,1.45,,54.5,396,,450,,,20.2,20,,,,10,,,,10.8,0.01,,,,,10,,7.33,,,,
SANTOS,SABO22500,Rede Básica,07 - BAIXADA SANTISTA,2535,Rio Saboó - SABO,09/13/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7,,,171,,,,,,,,,859,,,,,,107,,,,,,,840000,,,,,,,,,,,1.49,,,,,,,,,,11.8,13.9,0.2,0.01,,,2.7,,,,,1,,,,,430,,1000,,,22.1,27.3,,,,,,,,30,,,,,,,,6.37,,,,
SANTOS,SABO22500,Rede Básica,07 - BAIXADA SANTISTA,2535,Rio Saboó - SABO,11/08/2016,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,,,,0.02,,,,,,0.11,0.14,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,11.4,0.01,,82.4,2.5,2.5,2.5,,1.07,5.32,0.005,0.005,586,,0.015,0.01,0.005,,12,,0.015,2.5,10,,81.9,350000,5,2.5,0.02,,1.92,0.48,0.78,0.02,0.02,,0.8,,5,0.08,2.5,,0.1,0.0002,,0.03,6.4,7.9,0.2,0.23,0.01,,2.9,0.02,,5.44,,1,,0.71,,50.8,304,,338,,,24,29,2,2.5,,2,2.5,,,10.5,0.015,2.5,5,2.5,2.5,2.5,2.5,6.63,2.5,2.5,2.5,
SANTOS,SABO22500,Rede Básica,07 - BAIXADA SANTISTA,2535,Rio Saboó - SABO,01/11/2017,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.05,,,0.05,,0.02,0.05,,,,,0.057,0.12,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,12.1,17.9,0.01,,141,2.5,2.5,2.5,,5.35,4.2,0.005,0.005,728,,0.015,0.01,0.005,33,29,,0.015,2.5,10,122,26.84,630000,5,2.5,0.02,,1.51,0.63,1.05,0.02,0.02,0.4,1.06,,5,0.08,2.5,9.79,0.14,0.0002,,0.03,7.8,8.8,0.1,0.01,0.01,,2,0.02,,8.8,,1,,1.85,24.9,93.4,400,,595,,,27,26.8,2,2.5,,4.1,2.5,,,19.5,0.01,2.5,5,2.5,2.5,2.5,2.5,6.83,2.5,2.5,2.5,
SANTOS,SABO22500,Rede Básica,07 - BAIXADA SANTISTA,2535,Rio Saboó - SABO,03/08/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,5.74,,,20,,,,,,,,,234,,,,,,6,,,,,,,280000,,,,,,,,,,0.22,0.32,,,,,,,,,,1.2,1.6,1.7,0.064,,,4.4,,,,,1,,,16.3,,196,,222,,,25.2,25.4,,,,,,,,21.9,,,,,,,,7.6,,,,
SANTOS,SABO22500,Rede Básica,07 - BAIXADA SANTISTA,2535,Rio Saboó - SABO,05/02/2017,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.05,,0.02,0.05,,,,,0.14,0.16,0.02,,10,0.015,0.01,0.015,0.08,0.015,,,,,,0.1,12.8,21.4,0.01,,224,,,,,3.74,,0.005,0.005,1040,,0.015,0.01,0.001,41.3,21,,0.015,,,169,33.56,1090000,,10,0.06,,0.75,0.17,0.47,0.02,0.02,0.58,1.09,,,0.08,,16,0.13,0.001,,0.05,8.8,11.9,0.1,0.018,0.01,,1.1,0.02,,21.3,,1,,2.15,41.2,135,576,,672,,,21.7,22.2,,,,10,,,,32.3,0.01,,,,,10,,6.93,,,,
